UIN;Incident.year;Victim.injury;State;Shark.common.name;Shark.scientific.name;;Victim.gender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160;2020;uninjured;QLD;hammerhead shark ;Sphyrnidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161;2020;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1162;2020;injured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1163;2020;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164;2021;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165;2021;injured;WA;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1166;2021;injured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1167;2021;fatal;SA;white shark;Carcharodon carcharias ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1168;2021;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1169;2021;uninjured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170;2021;uninjured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171;2021;injured;NSW;;;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1172;2021;injured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173;2021;uninjured;WA;blacktip reef shark;Carcharhinus melanopterus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1174;2021;injured;WA;blacktip reef shark;Carcharhinus melanopterus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175;2021;injured;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1176;2021;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1177;2021;injured;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1178;2021;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1179;2021;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180;2021;injured;WA;lemon shark;Negaprion brevirostris;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1181;2021;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1182;2021;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1183;2021;injured;QLD;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1184;2021;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1185;2021;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1186;2021;injured;VIC;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1187;2021;injured;VIC;;;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1188;2021;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1189;2022;injured;NSW;whaler shark;Carcharhinidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190;2022;injured;NSW;wobbegong;Orectolobidae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191;2022;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1192;2022;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1193;2022;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1194;2022;injured;QLD;tiger shark;Galeocerdo cuvier ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1195;2022;injured;WA;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1196;2022;injured;NSW;wobbegong;Orectolobidae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1197;2022;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1198;2022;uninjured;NSW;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1199;2022;uninjured;WA;white shark;Carcharodon carcharias ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200;2022;injured;TAS;seven gill shark ;Notorynchus cepedianus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1201;2022;uninjured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1202;2022;injured;WA;unknown;;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1203;2022;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1204;2022;uninjured;NSW;white shark;Carcharodon carcharias ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1205;2022;injured;NSW;whaler shark;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1206;2022;injured;VIC;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1207;2022;injured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1208;2022;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1209;2022;uninjured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1210;2022;injury;NSW;white shark;Carcharodon carcharias;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1211;2023;fatal;WA;bull shark;Carcharodon carcharias;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1212;2023;uninjured;WA;whaler shark;Carcharhinus spp.;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1213;2023;injured;WA;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1214;2023;injured;WA;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1215;2023;injured;WA;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1216;2023;fatal;SA;white shark;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1217;2023;uninjured;NSW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1218;2023;injured;WA;white shark;Carcharodon carcharias;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219;2023;injured;NSW;white shark;Carcharodon carcharias;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220;2023;fatal;SA;white shark;Carcharodon carcharias;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;2023;injured;WA;lemon shark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222;2023;injured;SA;white shark;Carcharodon carcharias;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223;2023;injured;SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224;2023;injured;QLD;unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;2023;injured;WA;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1226;2023;injured;NSW;unknown;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;2023;fatal;SA;white shark;Carcharodon carcharias;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1228;2024;injured;SA;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
