UIN;Incident.year;Victim.injury;State;Shark.common.name;Shark.scientific.name;;Victim.gender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495;1959;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
496;1959;uninjured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497;1960;injured;VIC;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498;1960;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;1960;injured;VIC;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;1960;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501;1960;uninjured;NSW;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;1960;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;1960;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504;1960;injured;NSW;whaler shark;Carcharhinidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
505;1960;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
506;1961;injured;NSW;dogfish;Squalidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
507;1961;injured;VIC;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;1961;uninjured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509;1961;injured;SA;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510;1961;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511;1961;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512;1961;uninjured;VIC;dusky shark;Carcharhinus obscurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513;1961;fatal;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;1961;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
515;1961;fatal;QLD;tiger shark;Galeocerdo cuvier ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;1961;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
517;1962;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;1962;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
519;1962;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
520;1962;uninjured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
521;1962;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
522;1963;fatal;NSW;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;1963;injured;NSW;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;1963;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;1963;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;1964;uninjured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
527;1964;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
528;1964;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
529;1964;injured;WA;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
530;1964;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
531;1965;injured;VIC;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532;1965;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;1965;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;1966;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
535;1966;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
536;1966;uninjured;WA;shortfin mako shark;Isurus oxyrinchus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
537;1966;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
538;1966;injured;QLD;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539;1966;injured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
540;1966;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
541;1967;injured;NSW;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
542;1967;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
543;1968;injured;WA;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544;1968;uninjured;SA;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
545;1968;uninjured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546;1969;injured;NSW;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
547;1969;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
548;1969;injured;WA;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
549;1971;injured;TAS;school shark;Galeorhinus galeus ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;1971;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
551;1971;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
552;1972;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
553;1972;injured;QLD;;;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
554;1972;injured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;1972;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556;1972;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557;1972;uninjured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
558;1973;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
559;1973;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;1973;injured;QLD;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
561;1973;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
562;1974;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
563;1974;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
564;1974;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
565;1975;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;1975;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;1975;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;1975;injured;VIC;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;1975;injured;QLD;tiger shark;Galeocerdo cuvier ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;1975;injured;QLD;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;1975;fatal;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
572;1975;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;1976;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;1977;injured;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;1977;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;1977;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;1977;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
578;1977;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;1977;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;1978;uninjured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;1978;uninjured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;1978;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;1979;uninjured;QLD;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;1979;injured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;1980;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;1980;injured;VIC;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;1980;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;1980;uninjured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;1980;injured;QLD;grey reef shark;Carcharhinus amblyrhynchos;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;1980;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;1981;uninjured;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
592;1981;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;1981;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;1981;injured;QLD;tiger shark;Galeocerdo cuvier ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;1982;uninjured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
596;1982;fatal;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;1982;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
598;1983;uninjured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;1983;fatal;QLD;tiger shark;Galeocerdo cuvier ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
600;1983;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
601;1983;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;1983;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;1984;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;1984;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;1984;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;1984;uninjured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;1984;injured;NT;tiger shark;Galeocerdo cuvier ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;1984;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;1984;uninjured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;1984;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;1985;uninjured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;1985;injured;WA;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;1985;fatal;SA;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;1985;injured;QLD;whitetip reef shark;Triaenodon obesus  ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;1985;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
616;1986;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;1986;injured;NT;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;1986;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;1986;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;1986;uninjured;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;1987;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;1987;injured;QLD;whitetip reef shark;Triaenodon obesus  ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;1987;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;1987;fatal;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;1987;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;1987;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;1987;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628;1987;injured;NT;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629;1987;uninjured;QLD;hammerhead shark ;Sphyrnidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;1988;injured;NSW;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
631;1988;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
632;1988;uninjured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
633;1988;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;1988;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;1988;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;1989;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637;1989;uninjured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;1989;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;1989;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;1989;uninjured;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
641;1989;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642;1989;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643;1989;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644;1989;uninjured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;1989;injured;NT;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;1989;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
647;1989;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;1989;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;1989;injured;NT;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;1990;uninjured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;1990;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
652;1990;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
653;1990;injured;QLD;hammerhead shark ;Sphyrnidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
654;1990;injured;QLD;hammerhead shark ;Sphyrnidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;1990;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;1990;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
657;1990;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
658;1990;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
659;1991;injured;QLD;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
